"http://php.net/manual/en/function.abs.php","abs","Absolute value"
"http://php.net/manual/en/function.acos.php","acos","Arc cosine"
"http://php.net/manual/en/function.acosh.php","acosh","Inverse hyperbolic cosine"
"http://php.net/manual/en/function.addcslashes.php","addcslashes","Quote string with slashes in a C style"
"http://php.net/manual/en/function.addslashes.php","addslashes","Quote string with slashes"
"http://php.net/manual/en/function.apache-child-terminate.php","apache_child_terminate","Terminate apache process after this request"
"http://php.net/manual/en/function.apache-getenv.php","apache_getenv","Get an Apache subprocess_env variable"
"http://php.net/manual/en/function.apache-get-modules.php","apache_get_modules","Get a list of loaded Apache modules"
"http://php.net/manual/en/function.apache-get-version.php","apache_get_version","Fetch Apache version"
"http://php.net/manual/en/function.apache-lookup-uri.php","apache_lookup_uri","Perform a partial request for the specified URI and return all info about it"
"http://php.net/manual/en/function.apache-note.php","apache_note","Get and set apache request notes"
"http://php.net/manual/en/function.apache-request-headers.php","apache_request_headers","Fetch all HTTP request headers"
"http://php.net/manual/en/function.apache-reset-timeout.php","apache_reset_timeout","Reset the Apache write timer"
"http://php.net/manual/en/function.apache-response-headers.php","apache_response_headers","Fetch all HTTP response headers"
"http://php.net/manual/en/function.apache-setenv.php","apache_setenv","Set an Apache subprocess_env variable"
"http://php.net/manual/en/apciterator.current.php","APCIterator::current","Get current item"
"http://php.net/manual/en/apciterator.gettotalcount.php","APCIterator::getTotalCount","Get total count"
"http://php.net/manual/en/apciterator.gettotalhits.php","APCIterator::getTotalHits","Get total cache hits"
"http://php.net/manual/en/apciterator.gettotalsize.php","APCIterator::getTotalSize","Get total cache size"
"http://php.net/manual/en/apciterator.key.php","APCIterator::key","Get iterator key"
"http://php.net/manual/en/apciterator.next.php","APCIterator::next","Move pointer to next item"
"http://php.net/manual/en/apciterator.rewind.php","APCIterator::rewind","Rewinds iterator"
"http://php.net/manual/en/apciterator.valid.php","APCIterator::valid","Checks if current position is valid"
"http://php.net/manual/en/apciterator.construct.php","APCIterator::__construct","Constructs an APCIterator iterator object"
"http://php.net/manual/en/apcuiterator.current.php","APCUIterator::current","Get current item"
"http://php.net/manual/en/apcuiterator.gettotalcount.php","APCUIterator::getTotalCount","Get total count"
"http://php.net/manual/en/apcuiterator.gettotalhits.php","APCUIterator::getTotalHits","Get total cache hits"
"http://php.net/manual/en/apcuiterator.gettotalsize.php","APCUIterator::getTotalSize","Get total cache size"
"http://php.net/manual/en/apcuiterator.key.php","APCUIterator::key","Get iterator key"
"http://php.net/manual/en/apcuiterator.next.php","APCUIterator::next","Move pointer to next item"
"http://php.net/manual/en/apcuiterator.rewind.php","APCUIterator::rewind","Rewinds iterator"
"http://php.net/manual/en/apcuiterator.valid.php","APCUIterator::valid","Checks if current position is valid"
"http://php.net/manual/en/apcuiterator.construct.php","APCUIterator::__construct","Constructs an APCUIterator iterator object"
"http://php.net/manual/en/function.apcu-add.php","apcu_add","Cache a new variable in the data store"
"http://php.net/manual/en/function.apcu-cache-info.php","apcu_cache_info","Retrieves cached information from APCu's data store"
"http://php.net/manual/en/function.apcu-cas.php","apcu_cas","Updates an old value with a new value"
"http://php.net/manual/en/function.apcu-clear-cache.php","apcu_clear_cache","Clears the APCu cache"
"http://php.net/manual/en/function.apcu-dec.php","apcu_dec","Decrease a stored number"
"http://php.net/manual/en/function.apcu-delete.php","apcu_delete","Removes a stored variable from the cache"
"http://php.net/manual/en/function.apcu-entry.php","apcu_entry","Atomically fetch or generate a cache entry"
"http://php.net/manual/en/function.apcu-exists.php","apcu_exists","Checks if entry exists"
"http://php.net/manual/en/function.apcu-fetch.php","apcu_fetch","Fetch a stored variable from the cache"
"http://php.net/manual/en/function.apcu-inc.php","apcu_inc","Increase a stored number"
"http://php.net/manual/en/function.apcu-sma-info.php","apcu_sma_info","Retrieves APCu Shared Memory Allocation information"
"http://php.net/manual/en/function.apcu-store.php","apcu_store","Cache a variable in the data store"
"http://php.net/manual/en/function.apc-add.php","apc_add","Cache a new variable in the data store"
"http://php.net/manual/en/function.apc-bin-dump.php","apc_bin_dump","Get a binary dump of the given files and user variables"
"http://php.net/manual/en/function.apc-bin-dumpfile.php","apc_bin_dumpfile","Output a binary dump of cached files and user variables to a file"
"http://php.net/manual/en/function.apc-bin-load.php","apc_bin_load","Load a binary dump into the APC file/user cache"
"http://php.net/manual/en/function.apc-bin-loadfile.php","apc_bin_loadfile","Load a binary dump from a file into the APC file/user cache"
"http://php.net/manual/en/function.apc-cache-info.php","apc_cache_info","Retrieves cached information from APC's data store"
"http://php.net/manual/en/function.apc-cas.php","apc_cas","Updates an old value with a new value"
"http://php.net/manual/en/function.apc-clear-cache.php","apc_clear_cache","Clears the APC cache"
"http://php.net/manual/en/function.apc-compile-file.php","apc_compile_file","Stores a file in the bytecode cache, bypassing all filters"
"http://php.net/manual/en/function.apc-dec.php","apc_dec","Decrease a stored number"
"http://php.net/manual/en/function.apc-define-constants.php","apc_define_constants","Defines a set of constants for retrieval and mass-definition"
"http://php.net/manual/en/function.apc-delete.php","apc_delete","Removes a stored variable from the cache"
"http://php.net/manual/en/function.apc-delete-file.php","apc_delete_file","Deletes files from the opcode cache"
"http://php.net/manual/en/function.apc-exists.php","apc_exists","Checks if APC key exists"
"http://php.net/manual/en/function.apc-fetch.php","apc_fetch","Fetch a stored variable from the cache"
"http://php.net/manual/en/function.apc-inc.php","apc_inc","Increase a stored number"
"http://php.net/manual/en/function.apc-load-constants.php","apc_load_constants","Loads a set of constants from the cache"
"http://php.net/manual/en/function.apc-sma-info.php","apc_sma_info","Retrieves APC's Shared Memory Allocation information"
"http://php.net/manual/en/function.apc-store.php","apc_store","Cache a variable in the data store"
"http://php.net/manual/en/function.apd-breakpoint.php","apd_breakpoint","Stops the interpreter and waits on a CR from the socket"
"http://php.net/manual/en/function.apd-callstack.php","apd_callstack","Returns the current call stack as an array"
"http://php.net/manual/en/function.apd-clunk.php","apd_clunk","Throw a warning and a callstack"
"http://php.net/manual/en/function.apd-continue.php","apd_continue","Restarts the interpreter"
"http://php.net/manual/en/function.apd-croak.php","apd_croak","Throw an error, a callstack and then exit"
"http://php.net/manual/en/function.apd-dump-function-table.php","apd_dump_function_table","Outputs the current function table"
"http://php.net/manual/en/function.apd-dump-persistent-resources.php","apd_dump_persistent_resources","Return all persistent resources as an array"
"http://php.net/manual/en/function.apd-dump-regular-resources.php","apd_dump_regular_resources","Return all current regular resources as an array"
"http://php.net/manual/en/function.apd-echo.php","apd_echo","Echo to the debugging socket"
"http://php.net/manual/en/function.apd-get-active-symbols.php","apd_get_active_symbols","Get an array of the current variables names in the local scope"
"http://php.net/manual/en/function.apd-set-pprof-trace.php","apd_set_pprof_trace","Starts the session debugging"
"http://php.net/manual/en/function.apd-set-session.php","apd_set_session","Changes or sets the current debugging level"
"http://php.net/manual/en/function.apd-set-session-trace.php","apd_set_session_trace","Starts the session debugging"
"http://php.net/manual/en/function.apd-set-session-trace-socket.php","apd_set_session_trace_socket","Starts the remote session debugging"
"http://php.net/manual/en/appenditerator.append.php","AppendIterator::append","Appends an iterator"
"http://php.net/manual/en/appenditerator.current.php","AppendIterator::current","Gets the current value"
"http://php.net/manual/en/appenditerator.getarrayiterator.php","AppendIterator::getArrayIterator","Gets the ArrayIterator"
"http://php.net/manual/en/appenditerator.getinneriterator.php","AppendIterator::getInnerIterator","Gets the inner iterator"
"http://php.net/manual/en/appenditerator.getiteratorindex.php","AppendIterator::getIteratorIndex","Gets an index of iterators"
